Number_of_Neighbours	Number_of_PCs	Number_of_Cells	Number_of_HVGs	Algorithm.Leiden	Algorithm.Louvain	Algorithm.Walktrap	Exp_Type.Droplet	acceptable_ari
7	5	1378	3000	0	1	0	0	0
8	5	1378	3000	0	1	0	0	0
9	5	1378	3000	0	1	0	0	0
10	5	1378	3000	0	1	0	0	0
11	5	1378	3000	0	1	0	0	0
12	5	1378	3000	0	1	0	0	0
13	5	1378	3000	0	1	0	0	0
14	5	1378	3000	0	1	0	0	0
15	5	1378	3000	0	1	0	0	0
16	5	1378	3000	0	1	0	0	0
17	5	1378	3000	0	1	0	0	0
18	5	1378	3000	0	1	0	0	0
19	5	1378	3000	0	1	0	0	0
20	5	1378	3000	0	1	0	0	0
21	5	1378	3000	0	1	0	0	0
22	5	1378	3000	0	1	0	0	0
23	5	1378	3000	0	1	0	0	0
24	5	1378	3000	0	1	0	0	0
25	5	1378	3000	0	1	0	0	0
26	5	1378	3000	0	1	0	0	0
27	5	1378	3000	0	1	0	0	0
28	5	1378	3000	0	1	0	0	0
29	5	1378	3000	0	1	0	0	0
30	5	1378	3000	0	1	0	0	0
31	5	1378	3000	0	1	0	0	0
32	5	1378	3000	0	1	0	0	0
33	5	1378	3000	0	1	0	0	0
34	5	1378	3000	0	1	0	0	0
35	5	1378	3000	0	1	0	0	0
36	5	1378	3000	0	1	0	0	0
37	5	1378	3000	0	1	0	0	0
38	5	1378	3000	0	1	0	0	0
39	5	1378	3000	0	1	0	0	0
40	5	1378	3000	0	1	0	0	0
41	5	1378	3000	0	1	0	0	0
42	5	1378	3000	0	1	0	0	0
43	5	1378	3000	0	1	0	0	0
44	5	1378	3000	0	1	0	0	0
45	5	1378	3000	0	1	0	0	0
46	5	1378	3000	0	1	0	0	0
47	5	1378	3000	0	1	0	0	0
48	5	1378	3000	0	1	0	0	0
49	5	1378	3000	0	1	0	0	0
50	5	1378	3000	0	1	0	0	0
1	42	4455	3000	0	1	0	0	0
2	42	4455	3000	0	1	0	0	0
3	42	4455	3000	0	1	0	0	0
4	42	4455	3000	0	1	0	0	0
5	42	4455	3000	0	1	0	0	0
6	42	4455	3000	0	1	0	0	0
7	42	4455	3000	0	1	0	0	0
8	42	4455	3000	0	1	0	0	0
9	42	4455	3000	0	1	0	0	0
10	42	4455	3000	0	1	0	0	0
11	42	4455	3000	0	1	0	0	0
12	42	4455	3000	0	1	0	0	0
13	42	4455	3000	0	1	0	0	0
14	42	4455	3000	0	1	0	0	0
15	42	4455	3000	0	1	0	0	0
16	42	4455	3000	0	1	0	0	0
17	42	4455	3000	0	1	0	0	0
18	42	4455	3000	0	1	0	0	0
19	42	4455	3000	0	1	0	0	0
20	42	4455	3000	0	1	0	0	0
21	42	4455	3000	0	1	0	0	0
22	42	4455	3000	0	1	0	0	0
23	42	4455	3000	0	1	0	0	0
24	42	4455	3000	0	1	0	0	0
25	42	4455	3000	0	1	0	0	0
26	42	4455	3000	0	1	0	0	0
27	42	4455	3000	0	1	0	0	0
28	42	4455	3000	0	1	0	0	0
29	42	4455	3000	0	1	0	0	0
30	42	4455	3000	0	1	0	0	0
31	42	4455	3000	0	1	0	0	0
32	42	4455	3000	0	1	0	0	0
33	42	4455	3000	0	1	0	0	0
34	42	4455	3000	0	1	0	0	0
35	42	4455	3000	0	1	0	0	0
36	42	4455	3000	0	1	0	0	0
37	42	4455	3000	0	1	0	0	0
38	42	4455	3000	0	1	0	0	0
39	42	4455	3000	0	1	0	0	0
40	42	4455	3000	0	1	0	0	0
41	42	4455	3000	0	1	0	0	0
42	42	4455	3000	0	1	0	0	0
43	42	4455	3000	0	1	0	0	0
44	42	4455	3000	0	1	0	0	0
45	42	4455	3000	0	1	0	0	0
46	42	4455	3000	0	1	0	0	0
47	42	4455	3000	0	1	0	0	0
48	42	4455	3000	0	1	0	0	0
49	42	4455	3000	0	1	0	0	0
50	42	4455	3000	0	1	0	0	0
1	5	3401	3000	0	1	0	0	0
2	5	3401	3000	0	1	0	0	0
3	5	3401	3000	0	1	0	0	0
4	5	3401	3000	0	1	0	0	0
5	5	3401	3000	0	1	0	0	0
6	5	3401	3000	0	1	0	0	0
7	5	3401	3000	0	1	0	0	0
8	5	3401	3000	0	1	0	0	0
9	5	3401	3000	0	1	0	0	0
10	5	3401	3000	0	1	0	0	0
11	5	3401	3000	0	1	0	0	0
12	5	3401	3000	0	1	0	0	0
13	5	3401	3000	0	1	0	0	0
14	5	3401	3000	0	1	0	0	0
15	5	3401	3000	0	1	0	0	0
16	5	3401	3000	0	1	0	0	0
17	5	3401	3000	0	1	0	0	0
18	5	3401	3000	0	1	0	0	0
19	5	3401	3000	0	1	0	0	0
20	5	3401	3000	0	1	0	0	0
21	5	3401	3000	0	1	0	0	0
22	5	3401	3000	0	1	0	0	0
23	5	3401	3000	0	1	0	0	0
24	5	3401	3000	0	1	0	0	0
25	5	3401	3000	0	1	0	0	0
26	5	3401	3000	0	1	0	0	0
27	5	3401	3000	0	1	0	0	0
28	5	3401	3000	0	1	0	0	0
29	5	3401	3000	0	1	0	0	0
30	5	3401	3000	0	1	0	0	0
31	5	3401	3000	0	1	0	0	0
32	5	3401	3000	0	1	0	0	0
33	5	3401	3000	0	1	0	0	0
34	5	3401	3000	0	1	0	0	0
35	5	3401	3000	0	1	0	0	0
36	5	3401	3000	0	1	0	0	0
37	5	3401	3000	0	1	0	0	0
38	5	3401	3000	0	1	0	0	0
39	5	3401	3000	0	1	0	0	0
40	5	3401	3000	0	1	0	0	0
41	5	3401	3000	0	1	0	0	0
42	5	3401	3000	0	1	0	0	0
43	5	3401	3000	0	1	0	0	0
44	5	3401	3000	0	1	0	0	0
45	5	3401	3000	0	1	0	0	0
46	5	3401	3000	0	1	0	0	0
47	5	3401	3000	0	1	0	0	0
48	5	3401	3000	0	1	0	0	0
49	5	3401	3000	0	1	0	0	0
50	5	3401	3000	0	1	0	0	0
1	5	4865	3000	0	1	0	0	0
2	5	4865	3000	0	1	0	0	0
3	5	4865	3000	0	1	0	0	0
4	5	4865	3000	0	1	0	0	0
5	5	4865	3000	0	1	0	0	0
6	5	4865	3000	0	1	0	0	0
7	5	4865	3000	0	1	0	0	0
8	5	4865	3000	0	1	0	0	0
9	5	4865	3000	0	1	0	0	0
10	5	4865	3000	0	1	0	0	0
11	5	4865	3000	0	1	0	0	0
12	5	4865	3000	0	1	0	0	0
13	5	4865	3000	0	1	0	0	0
14	5	4865	3000	0	1	0	0	0
15	5	4865	3000	0	1	0	0	0
16	5	4865	3000	0	1	0	0	0
17	5	4865	3000	0	1	0	0	0
18	5	4865	3000	0	1	0	0	0
19	5	4865	3000	0	1	0	0	0
20	5	4865	3000	0	1	0	0	0
21	5	4865	3000	0	1	0	0	0
22	5	4865	3000	0	1	0	0	0
23	5	4865	3000	0	1	0	0	0
24	5	4865	3000	0	1	0	0	0
25	5	4865	3000	0	1	0	0	0
26	5	4865	3000	0	1	0	0	0
27	5	4865	3000	0	1	0	0	0
28	5	4865	3000	0	1	0	0	0
29	5	4865	3000	0	1	0	0	0
30	5	4865	3000	0	1	0	0	0
31	5	4865	3000	0	1	0	0	0
32	5	4865	3000	0	1	0	0	0
33	5	4865	3000	0	1	0	0	0
34	5	4865	3000	0	1	0	0	0
35	5	4865	3000	0	1	0	0	0
36	5	4865	3000	0	1	0	0	0
37	5	4865	3000	0	1	0	0	0
38	5	4865	3000	0	1	0	0	0
39	5	4865	3000	0	1	0	0	0
40	5	4865	3000	0	1	0	0	0
41	5	4865	3000	0	1	0	0	0
42	5	4865	3000	0	1	0	0	0
43	5	4865	3000	0	1	0	0	0
44	5	4865	3000	0	1	0	0	0
45	5	4865	3000	0	1	0	0	0
46	5	4865	3000	0	1	0	0	0
47	5	4865	3000	0	1	0	0	0
48	5	4865	3000	0	1	0	0	0
49	5	4865	3000	0	1	0	0	0
50	5	4865	3000	0	1	0	0	0
1	5	4745	3000	0	1	0	0	0
2	5	4745	3000	0	1	0	0	0
3	5	4745	3000	0	1	0	0	0
4	5	4745	3000	0	1	0	0	0
5	5	4745	3000	0	1	0	0	0
6	5	4745	3000	0	1	0	0	0
7	5	4745	3000	0	1	0	0	0
8	5	4745	3000	0	1	0	0	0
9	5	4745	3000	0	1	0	0	0
10	5	4745	3000	0	1	0	0	0
11	5	4745	3000	0	1	0	0	0
12	5	4745	3000	0	1	0	0	0
13	5	4745	3000	0	1	0	0	0
14	5	4745	3000	0	1	0	0	0
15	5	4745	3000	0	1	0	0	0
16	5	4745	3000	0	1	0	0	0
17	5	4745	3000	0	1	0	0	0
18	5	4745	3000	0	1	0	0	0
19	5	4745	3000	0	1	0	0	0
20	5	4745	3000	0	1	0	0	0
21	5	4745	3000	0	1	0	0	0
22	5	4745	3000	0	1	0	0	0
23	5	4745	3000	0	1	0	0	0
24	5	4745	3000	0	1	0	0	0
25	5	4745	3000	0	1	0	0	0
26	5	4745	3000	0	1	0	0	0
27	5	4745	3000	0	1	0	0	0
28	5	4745	3000	0	1	0	0	0
29	5	4745	3000	0	1	0	0	0
30	5	4745	3000	0	1	0	0	0
31	5	4745	3000	0	1	0	0	0
32	5	4745	3000	0	1	0	0	0
33	5	4745	3000	0	1	0	0	0
34	5	4745	3000	0	1	0	0	0
35	5	4745	3000	0	1	0	0	0
36	5	4745	3000	0	1	0	0	0
37	5	4745	3000	0	1	0	0	0
38	5	4745	3000	0	1	0	0	0
39	5	4745	3000	0	1	0	0	0
40	5	4745	3000	0	1	0	0	0
41	5	4745	3000	0	1	0	0	0
42	5	4745	3000	0	1	0	0	0
43	5	4745	3000	0	1	0	0	0
44	5	4745	3000	0	1	0	0	0
45	5	4745	3000	0	1	0	0	0
46	5	4745	3000	0	1	0	0	0
47	5	4745	3000	0	1	0	0	0
48	5	4745	3000	0	1	0	0	0
49	5	4745	3000	0	1	0	0	0
50	5	4745	3000	0	1	0	0	0
1	5	519	3000	0	1	0	0	0
2	5	519	3000	0	1	0	0	0
3	5	519	3000	0	1	0	0	0
4	5	519	3000	0	1	0	0	0
5	5	519	3000	0	1	0	0	0
6	5	519	3000	0	1	0	0	0
7	5	519	3000	0	1	0	0	0
8	5	519	3000	0	1	0	0	0
9	5	519	3000	0	1	0	0	0
10	5	519	3000	0	1	0	0	0
11	5	519	3000	0	1	0	0	0
12	5	519	3000	0	1	0	0	0
13	5	519	3000	0	1	0	0	0
14	5	519	3000	0	1	0	0	0
15	5	519	3000	0	1	0	0	0
16	5	519	3000	0	1	0	0	0
17	5	519	3000	0	1	0	0	0
18	5	519	3000	0	1	0	0	0
19	5	519	3000	0	1	0	0	0
20	5	519	3000	0	1	0	0	0
21	5	519	3000	0	1	0	0	0
22	5	519	3000	0	1	0	0	0
23	5	519	3000	0	1	0	0	0
24	5	519	3000	0	1	0	0	0
25	5	519	3000	0	1	0	0	0
26	5	519	3000	0	1	0	0	0
27	5	519	3000	0	1	0	0	0
28	5	519	3000	0	1	0	0	0
29	5	519	3000	0	1	0	0	0
30	5	519	3000	0	1	0	0	0
31	5	519	3000	0	1	0	0	0
32	5	519	3000	0	1	0	0	0
33	5	519	3000	0	1	0	0	0
34	5	519	3000	0	1	0	0	0
35	5	519	3000	0	1	0	0	0
36	5	519	3000	0	1	0	0	0
37	5	519	3000	0	1	0	0	0
38	5	519	3000	0	1	0	0	1
39	5	519	3000	0	1	0	0	1
40	5	519	3000	0	1	0	0	1
41	5	519	3000	0	1	0	0	1
42	5	519	3000	0	1	0	0	1
43	5	519	3000	0	1	0	0	1
44	5	519	3000	0	1	0	0	1
45	5	519	3000	0	1	0	0	1
46	5	519	3000	0	1	0	0	1
47	5	519	3000	0	1	0	0	1
48	5	519	3000	0	1	0	0	1
49	5	519	3000	0	1	0	0	1
50	5	519	3000	0	1	0	0	1
1	8	3938	3000	0	1	0	0	0
2	8	3938	3000	0	1	0	0	0
3	8	3938	3000	0	1	0	0	0
4	8	3938	3000	0	1	0	0	0
5	8	3938	3000	0	1	0	0	0
6	8	3938	3000	0	1	0	0	0
7	8	3938	3000	0	1	0	0	0
8	8	3938	3000	0	1	0	0	0
9	8	3938	3000	0	1	0	0	0
10	8	3938	3000	0	1	0	0	0
11	8	3938	3000	0	1	0	0	0
12	8	3938	3000	0	1	0	0	0
13	8	3938	3000	0	1	0	0	0
14	8	3938	3000	0	1	0	0	0
15	8	3938	3000	0	1	0	0	0
16	8	3938	3000	0	1	0	0	0
17	8	3938	3000	0	1	0	0	0
18	8	3938	3000	0	1	0	0	0
19	8	3938	3000	0	1	0	0	0
20	8	3938	3000	0	1	0	0	0
21	8	3938	3000	0	1	0	0	0
22	8	3938	3000	0	1	0	0	0
23	8	3938	3000	0	1	0	0	0
24	8	3938	3000	0	1	0	0	0
25	8	3938	3000	0	1	0	0	0
26	8	3938	3000	0	1	0	0	0
27	8	3938	3000	0	1	0	0	0
28	8	3938	3000	0	1	0	0	0
29	8	3938	3000	0	1	0	0	0
30	8	3938	3000	0	1	0	0	0
31	8	3938	3000	0	1	0	0	0
32	8	3938	3000	0	1	0	0	0
33	8	3938	3000	0	1	0	0	0
34	8	3938	3000	0	1	0	0	0
35	8	3938	3000	0	1	0	0	0
36	8	3938	3000	0	1	0	0	0
37	8	3938	3000	0	1	0	0	0
38	8	3938	3000	0	1	0	0	0
39	8	3938	3000	0	1	0	0	0
40	8	3938	3000	0	1	0	0	0
41	8	3938	3000	0	1	0	0	0
42	8	3938	3000	0	1	0	0	0
43	8	3938	3000	0	1	0	0	0
44	8	3938	3000	0	1	0	0	0
45	8	3938	3000	0	1	0	0	0
46	8	3938	3000	0	1	0	0	0
47	8	3938	3000	0	1	0	0	0
48	8	3938	3000	0	1	0	0	0
49	8	3938	3000	0	1	0	0	0
50	8	3938	3000	0	1	0	0	0
1	5	1960	3000	0	1	0	0	0
2	5	1960	3000	0	1	0	0	0
3	5	1960	3000	0	1	0	0	0
4	5	1960	3000	0	1	0	0	0
5	5	1960	3000	0	1	0	0	0
6	5	1960	3000	0	1	0	0	0
7	5	1960	3000	0	1	0	0	0
8	5	1960	3000	0	1	0	0	0
9	5	1960	3000	0	1	0	0	0
10	5	1960	3000	0	1	0	0	0
11	5	1960	3000	0	1	0	0	0
12	5	1960	3000	0	1	0	0	0
13	5	1960	3000	0	1	0	0	0
14	5	1960	3000	0	1	0	0	0
15	5	1960	3000	0	1	0	0	0
16	5	1960	3000	0	1	0	0	0
17	5	1960	3000	0	1	0	0	0
18	5	1960	3000	0	1	0	0	0
19	5	1960	3000	0	1	0	0	0
20	5	1960	3000	0	1	0	0	0
21	5	1960	3000	0	1	0	0	0
22	5	1960	3000	0	1	0	0	0
23	5	1960	3000	0	1	0	0	0
24	5	1960	3000	0	1	0	0	0
25	5	1960	3000	0	1	0	0	0
26	5	1960	3000	0	1	0	0	0
27	5	1960	3000	0	1	0	0	0
28	5	1960	3000	0	1	0	0	0
29	5	1960	3000	0	1	0	0	0
30	5	1960	3000	0	1	0	0	0
31	5	1960	3000	0	1	0	0	0
32	5	1960	3000	0	1	0	0	0
33	5	1960	3000	0	1	0	0	0
34	5	1960	3000	0	1	0	0	0
35	5	1960	3000	0	1	0	0	0
36	5	1960	3000	0	1	0	0	0
37	5	1960	3000	0	1	0	0	0
38	5	1960	3000	0	1	0	0	0
39	5	1960	3000	0	1	0	0	0
40	5	1960	3000	0	1	0	0	0
41	5	1960	3000	0	1	0	0	0
42	5	1960	3000	0	1	0	0	0
43	5	1960	3000	0	1	0	0	0
44	5	1960	3000	0	1	0	0	0
45	5	1960	3000	0	1	0	0	0
46	5	1960	3000	0	1	0	0	0
47	5	1960	3000	0	1	0	0	0
48	5	1960	3000	0	1	0	0	0
49	5	1960	3000	0	1	0	0	0
50	5	1960	3000	0	1	0	0	0
1	5	714	3000	0	1	0	0	0
2	5	714	3000	0	1	0	0	0
3	5	714	3000	0	1	0	0	0
4	5	714	3000	0	1	0	0	0
5	5	714	3000	0	1	0	0	0
6	5	714	3000	0	1	0	0	0
7	5	714	3000	0	1	0	0	0
8	5	714	3000	0	1	0	0	0
9	5	714	3000	0	1	0	0	0
10	5	714	3000	0	1	0	0	0
11	5	714	3000	0	1	0	0	0
12	5	714	3000	0	1	0	0	0
13	5	714	3000	0	1	0	0	0
14	5	714	3000	0	1	0	0	0
15	5	714	3000	0	1	0	0	0
16	5	714	3000	0	1	0	0	0
17	5	714	3000	0	1	0	0	0
18	5	714	3000	0	1	0	0	0
19	5	714	3000	0	1	0	0	0
20	5	714	3000	0	1	0	0	0
21	5	714	3000	0	1	0	0	0
22	5	714	3000	0	1	0	0	0
23	5	714	3000	0	1	0	0	0
24	5	714	3000	0	1	0	0	0
25	5	714	3000	0	1	0	0	0
26	5	714	3000	0	1	0	0	0
27	5	714	3000	0	1	0	0	0
28	5	714	3000	0	1	0	0	0
29	5	714	3000	0	1	0	0	0
30	5	714	3000	0	1	0	0	0
31	5	714	3000	0	1	0	0	0
32	5	714	3000	0	1	0	0	0
33	5	714	3000	0	1	0	0	0
34	5	714	3000	0	1	0	0	0
35	5	714	3000	0	1	0	0	0
36	5	714	3000	0	1	0	0	0
37	5	714	3000	0	1	0	0	0
38	5	714	3000	0	1	0	0	0
39	5	714	3000	0	1	0	0	0
40	5	714	3000	0	1	0	0	0
41	5	714	3000	0	1	0	0	0
42	5	714	3000	0	1	0	0	0
43	5	714	3000	0	1	0	0	0
44	5	714	3000	0	1	0	0	0
45	5	714	3000	0	1	0	0	0
46	5	714	3000	0	1	0	0	0
47	5	714	3000	0	1	0	0	0
48	5	714	3000	0	1	0	0	0
49	5	714	3000	0	1	0	0	0
50	5	714	3000	0	1	0	0	0
1	5	1676	3000	0	1	0	0	0
2	5	1676	3000	0	1	0	0	0
3	5	1676	3000	0	1	0	0	0
4	5	1676	3000	0	1	0	0	0
5	5	1676	3000	0	1	0	0	0
6	5	1676	3000	0	1	0	0	0
7	5	1676	3000	0	1	0	0	0
8	5	1676	3000	0	1	0	0	0
9	5	1676	3000	0	1	0	0	0
10	5	1676	3000	0	1	0	0	0
11	5	1676	3000	0	1	0	0	0
12	5	1676	3000	0	1	0	0	0
13	5	1676	3000	0	1	0	0	0
14	5	1676	3000	0	1	0	0	0
15	5	1676	3000	0	1	0	0	0
16	5	1676	3000	0	1	0	0	0
17	5	1676	3000	0	1	0	0	0
18	5	1676	3000	0	1	0	0	0
19	5	1676	3000	0	1	0	0	0
20	5	1676	3000	0	1	0	0	0
21	5	1676	3000	0	1	0	0	0
22	5	1676	3000	0	1	0	0	0
23	5	1676	3000	0	1	0	0	0
24	5	1676	3000	0	1	0	0	0
25	5	1676	3000	0	1	0	0	0
26	5	1676	3000	0	1	0	0	0
27	5	1676	3000	0	1	0	0	0
28	5	1676	3000	0	1	0	0	0
29	5	1676	3000	0	1	0	0	0
30	5	1676	3000	0	1	0	0	0
31	5	1676	3000	0	1	0	0	0
32	5	1676	3000	0	1	0	0	0
33	5	1676	3000	0	1	0	0	0
34	5	1676	3000	0	1	0	0	0
35	5	1676	3000	0	1	0	0	0
36	5	1676	3000	0	1	0	0	0
37	5	1676	3000	0	1	0	0	0
38	5	1676	3000	0	1	0	0	0
39	5	1676	3000	0	1	0	0	0
40	5	1676	3000	0	1	0	0	0
41	5	1676	3000	0	1	0	0	0
42	5	1676	3000	0	1	0	0	0
43	5	1676	3000	0	1	0	0	0
44	5	1676	3000	0	1	0	0	0
45	5	1676	3000	0	1	0	0	0
46	5	1676	3000	0	1	0	0	0
47	5	1676	3000	0	1	0	0	0
48	5	1676	3000	0	1	0	0	0
49	5	1676	3000	0	1	0	0	0
50	5	1676	3000	0	1	0	0	0
1	8	2405	3000	0	1	0	0	0
2	8	2405	3000	0	1	0	0	0
3	8	2405	3000	0	1	0	0	0
4	8	2405	3000	0	1	0	0	0
5	8	2405	3000	0	1	0	0	0
6	8	2405	3000	0	1	0	0	0
7	8	2405	3000	0	1	0	0	0
8	8	2405	3000	0	1	0	0	0
9	8	2405	3000	0	1	0	0	0
10	8	2405	3000	0	1	0	0	0
11	8	2405	3000	0	1	0	0	0
12	8	2405	3000	0	1	0	0	0
13	8	2405	3000	0	1	0	0	0
14	8	2405	3000	0	1	0	0	0
15	8	2405	3000	0	1	0	0	0
16	8	2405	3000	0	1	0	0	0
17	8	2405	3000	0	1	0	0	0
18	8	2405	3000	0	1	0	0	0
19	8	2405	3000	0	1	0	0	0
20	8	2405	3000	0	1	0	0	0
21	8	2405	3000	0	1	0	0	0
22	8	2405	3000	0	1	0	0	0
23	8	2405	3000	0	1	0	0	0
24	8	2405	3000	0	1	0	0	0
25	8	2405	3000	0	1	0	0	0
26	8	2405	3000	0	1	0	0	0
27	8	2405	3000	0	1	0	0	0
28	8	2405	3000	0	1	0	0	0
29	8	2405	3000	0	1	0	0	0
30	8	2405	3000	0	1	0	0	0
31	8	2405	3000	0	1	0	0	0
32	8	2405	3000	0	1	0	0	0
33	8	2405	3000	0	1	0	0	0
34	8	2405	3000	0	1	0	0	0
35	8	2405	3000	0	1	0	0	0
36	8	2405	3000	0	1	0	0	0
37	8	2405	3000	0	1	0	0	0
38	8	2405	3000	0	1	0	0	0
39	8	2405	3000	0	1	0	0	0
40	8	2405	3000	0	1	0	0	0
41	8	2405	3000	0	1	0	0	0
42	8	2405	3000	0	1	0	0	0
43	8	2405	3000	0	1	0	0	0
44	8	2405	3000	0	1	0	0	0
45	8	2405	3000	0	1	0	0	0
46	8	2405	3000	0	1	0	0	0
47	8	2405	3000	0	1	0	0	0
48	8	2405	3000	0	1	0	0	0
49	8	2405	3000	0	1	0	0	0
50	8	2405	3000	0	1	0	0	0
1	5	5037	3000	0	1	0	0	0
2	5	5037	3000	0	1	0	0	0
3	5	5037	3000	0	1	0	0	0
4	5	5037	3000	0	1	0	0	0
5	5	5037	3000	0	1	0	0	0
6	5	5037	3000	0	1	0	0	0
7	5	5037	3000	0	1	0	0	0
8	5	5037	3000	0	1	0	0	0
9	5	5037	3000	0	1	0	0	0
10	5	5037	3000	0	1	0	0	0
11	5	5037	3000	0	1	0	0	0
12	5	5037	3000	0	1	0	0	0
13	5	5037	3000	0	1	0	0	0
14	5	5037	3000	0	1	0	0	0
15	5	5037	3000	0	1	0	0	0
16	5	5037	3000	0	1	0	0	0
17	5	5037	3000	0	1	0	0	0
18	5	5037	3000	0	1	0	0	0
19	5	5037	3000	0	1	0	0	0
20	5	5037	3000	0	1	0	0	0
21	5	5037	3000	0	1	0	0	0
22	5	5037	3000	0	1	0	0	0
23	5	5037	3000	0	1	0	0	0
24	5	5037	3000	0	1	0	0	0
25	5	5037	3000	0	1	0	0	0
26	5	5037	3000	0	1	0	0	0
27	5	5037	3000	0	1	0	0	0
28	5	5037	3000	0	1	0	0	0
29	5	5037	3000	0	1	0	0	0
30	5	5037	3000	0	1	0	0	0
31	5	5037	3000	0	1	0	0	0
32	5	5037	3000	0	1	0	0	0
33	5	5037	3000	0	1	0	0	0
34	5	5037	3000	0	1	0	0	0
35	5	5037	3000	0	1	0	0	0
36	5	5037	3000	0	1	0	0	0
37	5	5037	3000	0	1	0	0	0
38	5	5037	3000	0	1	0	0	0
39	5	5037	3000	0	1	0	0	0
40	5	5037	3000	0	1	0	0	0
41	5	5037	3000	0	1	0	0	0
42	5	5037	3000	0	1	0	0	0
43	5	5037	3000	0	1	0	0	0
44	5	5037	3000	0	1	0	0	0
45	5	5037	3000	0	1	0	0	0
46	5	5037	3000	0	1	0	0	0
47	5	5037	3000	0	1	0	0	0
48	5	5037	3000	0	1	0	0	0
49	5	5037	3000	0	1	0	0	0
50	5	5037	3000	0	1	0	0	0
1	47	1564	3000	0	1	0	0	0
2	47	1564	3000	0	1	0	0	0
3	47	1564	3000	0	1	0	0	0
4	47	1564	3000	0	1	0	0	0
5	47	1564	3000	0	1	0	0	0
6	47	1564	3000	0	1	0	0	0
7	47	1564	3000	0	1	0	0	0
8	47	1564	3000	0	1	0	0	0
9	47	1564	3000	0	1	0	0	0
10	47	1564	3000	0	1	0	0	0
11	47	1564	3000	0	1	0	0	0
12	47	1564	3000	0	1	0	0	0
13	47	1564	3000	0	1	0	0	0
14	47	1564	3000	0	1	0	0	0
15	47	1564	3000	0	1	0	0	0
16	47	1564	3000	0	1	0	0	0
17	47	1564	3000	0	1	0	0	0
18	47	1564	3000	0	1	0	0	0
19	47	1564	3000	0	1	0	0	0
20	47	1564	3000	0	1	0	0	0
21	47	1564	3000	0	1	0	0	0
22	47	1564	3000	0	1	0	0	0
23	47	1564	3000	0	1	0	0	0
24	47	1564	3000	0	1	0	0	0
25	47	1564	3000	0	1	0	0	0
26	47	1564	3000	0	1	0	0	0
27	47	1564	3000	0	1	0	0	0
28	47	1564	3000	0	1	0	0	0
29	47	1564	3000	0	1	0	0	0
30	47	1564	3000	0	1	0	0	0
31	47	1564	3000	0	1	0	0	0
32	47	1564	3000	0	1	0	0	0
33	47	1564	3000	0	1	0	0	0
34	47	1564	3000	0	1	0	0	0
35	47	1564	3000	0	1	0	0	0
36	47	1564	3000	0	1	0	0	0
37	47	1564	3000	0	1	0	0	0
38	47	1564	3000	0	1	0	0	0
39	47	1564	3000	0	1	0	0	0
40	47	1564	3000	0	1	0	0	0
41	47	1564	3000	0	1	0	0	0
42	47	1564	3000	0	1	0	0	0
43	47	1564	3000	0	1	0	0	0
44	47	1564	3000	0	1	0	0	0
45	47	1564	3000	0	1	0	0	0
46	47	1564	3000	0	1	0	0	0
47	47	1564	3000	0	1	0	0	0
48	47	1564	3000	0	1	0	0	0
49	47	1564	3000	0	1	0	0	0
50	47	1564	3000	0	1	0	0	0
1	46	2310	3000	0	1	0	0	0
2	46	2310	3000	0	1	0	0	0
3	46	2310	3000	0	1	0	0	0
4	46	2310	3000	0	1	0	0	0
5	46	2310	3000	0	1	0	0	0
6	46	2310	3000	0	1	0	0	0
7	46	2310	3000	0	1	0	0	0
8	46	2310	3000	0	1	0	0	0
9	46	2310	3000	0	1	0	0	0
10	46	2310	3000	0	1	0	0	0
11	46	2310	3000	0	1	0	0	0
12	46	2310	3000	0	1	0	0	0
13	46	2310	3000	0	1	0	0	0
14	46	2310	3000	0	1	0	0	0
15	46	2310	3000	0	1	0	0	0
16	46	2310	3000	0	1	0	0	0
17	46	2310	3000	0	1	0	0	0
18	46	2310	3000	0	1	0	0	0
19	46	2310	3000	0	1	0	0	0
20	46	2310	3000	0	1	0	0	0
21	46	2310	3000	0	1	0	0	0
22	46	2310	3000	0	1	0	0	0
23	46	2310	3000	0	1	0	0	0
24	46	2310	3000	0	1	0	0	0
25	46	2310	3000	0	1	0	0	0
26	46	2310	3000	0	1	0	0	0
27	46	2310	3000	0	1	0	0	0
28	46	2310	3000	0	1	0	0	0
29	46	2310	3000	0	1	0	0	0
30	46	2310	3000	0	1	0	0	0
31	46	2310	3000	0	1	0	0	0
32	46	2310	3000	0	1	0	0	0
33	46	2310	3000	0	1	0	0	0
34	46	2310	3000	0	1	0	0	0
35	46	2310	3000	0	1	0	0	0
36	46	2310	3000	0	1	0	0	0
37	46	2310	3000	0	1	0	0	0
38	46	2310	3000	0	1	0	0	0
39	46	2310	3000	0	1	0	0	0
40	46	2310	3000	0	1	0	0	0
41	46	2310	3000	0	1	0	0	0
42	46	2310	3000	0	1	0	0	0
43	46	2310	3000	0	1	0	0	0
44	46	2310	3000	0	1	0	0	0
45	46	2310	3000	0	1	0	0	0
46	46	2310	3000	0	1	0	0	0
47	46	2310	3000	0	1	0	0	0
48	46	2310	3000	0	1	0	0	0
49	46	2310	3000	0	1	0	0	0
50	46	2310	3000	0	1	0	0	0
1	5	1697	3000	0	1	0	0	0
2	5	1697	3000	0	1	0	0	0
3	5	1697	3000	0	1	0	0	0
4	5	1697	3000	0	1	0	0	0
5	5	1697	3000	0	1	0	0	0
6	5	1697	3000	0	1	0	0	0
